ODI_HOMO_1,ODI_HOMO,ODI_LUMO,ODI_LUMO_Add1,ODI_Mean,ODI_Std,AtomNum,Weight,HOMO,HOMO_number,LUMO,HOMO_LUMO_Gap,Farthest_Distance,Mol_Radius,Mol_Size_Short,Mol_Size_2,Mol_Size_L,Length_Ratio,Len_Div_Diameter,MPP,SDP,Dipole_Moment,Quadrupole_Moment,Octopole_Moment,Volume,Density,ESPmin,ESPmax,Overall_Surface_Area,Pos_Surface_Area,Neg_Surface_Area,Overall_Average,Pos_Average,Neg_Average,Overall_Variance,Nu,Pi,MPI,Nonpolar_Area,Polar_Area,ALIEmin,ALIEmax,ALIE_Ave,ALIE_Var,LEAmin,LEAmax,LEA_Ave,LEA_Var,abs,dft,Solvent
13.06,13.68,8.76,13.25,12.1875,1.99157444,39,277.31624,-0.274564,74,0.007682,0.282246,37,7.985,6.748,8.802,15.878,0.505218277,0.994239198,0.87967,3.958531,2.477894,33.594243,200.2329,2310.90076,1.3447,-43.15368,20.72826,1159.63661,701.78333,457.85328,-0.00094716,0.01614182,-0.02714063,0.00038539,0.12517638,0.02069158,0.55740956,40.62,59.38,10.75137,17.31955,0.50821266,0.00143358,-38.08971,-13.5572,-0.8295259,0.041554,366,324.22,3.4
11,9.81,10.37,10.58,10.44,0.428660705,39,260.33207,-0.241814,70,0.036382,0.278195,37,6.902,6.492,9.376,13.379,0.457448627,0.969211823,0.864638,3.85168,2.714345,23.907487,154.4786,2256.03641,1.2931,-47.84477,15.74725,1110.47709,720.47846,389.99862,-0.00223823,0.01285769,-0.03012625,0.00043631,0.0631267,0.01963819,0.5149046,55.93,44.07,10.41101,16.72261,0.49923541,0.00173059,-38.2366,-13.58033,-0.8160316,0.038841,375,335.41,3.4
10.57,9.68,8.29,10.77,9.8275,0.977915513,48,332.39485,-0.245808,89,0.015415,0.261223,46,7.519,7.314,11.076,14.048,0.433072323,0.934166777,1.031267,4.818537,4.376363,23.030257,367.0736,2776.87048,1.3414,-49.32977,17.07329,1356.04224,875.31911,480.72313,-0.00218665,0.01346913,-0.03069329,0.00047779,0.07484348,0.020262,0.53266747,51.53,48.47,10.62669,16.68833,0.50562339,0.00143991,-38.21951,-13.56252,-0.8236828,0.042487,406,372.23,3.4
10.47,9.67,8.42,10.9,9.865,0.943835261,36,276.28838,-0.247358,73,0.008895,0.256252,25,6.782,5.797,10.151,12.921,0.447573522,0.952595105,0.735466,3.076848,4.270607,19.965299,200.1083,2151.94781,1.4387,-46.99224,54.21921,1046.76464,613.43842,433.32622,-0.00192618,0.01733922,-0.02919926,0.0006285,0.22589185,0.02261954,0.60542309,46,54,10.6681,18.48048,0.5107865,0.00258142,-37.54691,-13.35256,-0.8628444,0.044973,470,385.11,7.2
12.58,11.68,8.73,12.9,11.4725,1.645347608,42,338.30995,-0.334072,89,-0.01553,0.318542,26,8.107,5.942,11.917,14.576,0.44939109,0.898976193,0.736869,3.222197,3.787035,33.779168,52.0595,2597.14417,1.4597,-46.34033,18.96192,1323.30758,783.27349,540.0341,-0.00280575,0.01492922,-0.02852883,0.00052453,0.08484726,0.02108006,0.55726582,48.74,51.26,11.75555,16.80982,0.52251569,0.0009547,-37.50166,-13.12651,-0.8497281,0.048751,298,272.6,4.4
12.11,11.47,8.71,13.51,11.45,1.745508522,62,454.46846,-0.334582,121,-0.015658,0.318924,60,8.983,7.509,15.403,17.569,0.434006077,0.977902705,1.01493,4.725284,4.681798,37.639973,466.7161,3628.15188,1.4037,-52.83467,19.00202,1758.05404,1080.62587,677.42818,-0.00291374,0.01292638,-0.02818172,0.00060212,0.08354653,0.01960762,0.51170178,56.06,43.94,11.81427,16.81304,0.51537468,0.00076265,-38.93436,-13.47972,-0.8241786,0.045967,297,273.08,4.4
14.11,11.69,8.55,13.08,11.8575,2.09379291,44,310.3429,-0.285291,83,-0.012905,0.272387,42,10.613,4.179,8.52,21.122,0.624523225,0.995100349,0.534522,1.779139,0.000232,41.283119,0.0166,2566.57279,1.355,-32.79685,17.53316,1322.66116,855.3642,467.29696,0.0018813,0.01401204,-0.02032343,0.00023794,0.14780591,0.01571927,0.44196342,53.44,46.56,11.17234,18.73797,0.5132882,0.00162628,-38.69871,-13.86159,-0.8365751,0.04524,379,351.66,4.4
14.16,12.29,10.53,10.83,11.9525,1.437921677,29,223.22565,-0.277232,59,0.007371,0.284603,19,6.772,4.255,9.11,13.544,0.503326025,1,0.405952,1.850308,2.682498,20.972455,43.8247,1761.24633,1.4203,-34.1194,20.93724,910.50128,483.3282,427.17308,-0.00174983,0.01485467,-0.02053711,0.00024234,0.191279,0.01766315,0.47676135,49.08,50.92,11.05699,17.88808,0.51648416,0.00194128,-38.39237,-13.28015,-0.8332166,0.040183,380,333.78,3.4
40.38,12.22,10.48,12.7,18.945,12.40303491,28,237.20917,-0.294153,62,0.000844,0.294998,19,6.78,4.192,9.522,13.532,0.49666006,0.997935103,0.338658,1.792083,2.955065,34.427337,158.882,1774.60418,1.4979,-44.26362,25.00721,917.2382,494.45271,422.78549,0.00093992,0.01933634,-0.02057492,0.00046385,0.17536051,0.01984539,0.54170363,46.21,53.79,11.34407,18.25447,0.52145611,0.0019099,-38.26124,-13.21439,-0.8630143,0.039536,365,315.64,3.4
14,12.58,10.54,10.39,11.8775,1.50000625,29,253.20858,-0.294155,66,0.002052,0.296207,19,6.778,4.192,10.077,13.555,0.48716935,0.999926232,0.332751,1.792075,1.795025,24.921258,188.2735,1832.4567,1.5484,-40.96985,54.17373,943.31507,431.51912,511.79595,-0.00124226,0.02000168,-0.01915402,0.00044605,0.24597514,0.01945544,0.53175902,49.54,50.46,11.33651,18.51713,0.5267871,0.00226849,-38.30909,-13.23169,-0.8771086,0.04179,364,314.24,3.4
15.25,11.94,10.25,9.75,11.7975,2.152154444,41,322.31381,-0.287728,85,0.002821,0.290549,36,6.857,6.115,11.768,13.655,0.432969751,0.995697827,0.78686,3.434066,3.077687,24.120725,311.6254,2437.09954,1.482,-50.66637,25.40647,1200.4431,703.12467,497.31843,0.00078023,0.01856468,-0.02436399,0.00049526,0.15166354,0.02084213,0.57054689,41,59,11.25727,18.11227,0.51766489,0.00179249,-38.55448,-13.26098,-0.857665,0.042022,372,322.76,3.4
14.64,12.25,10.71,11.18,12.195,1.517934452,23,195.17241,-0.28012,51,0.004225,0.284345,19,5.575,4.158,9.111,11.151,0.456633907,1.000089686,0.261416,1.75762,2.512362,14.310253,32.7114,1451.34337,1.5069,-31.50335,56.89192,749.00526,351.21223,397.79303,-0.00039005,0.02002246,-0.01841229,0.00054204,0.20411572,0.01914507,0.52156899,51.86,48.14,11.12101,18.66819,0.5206998,0.00317364,-38.16293,-13.34498,-0.8849125,0.040234,379,333.75,3.4
7.33,13.21,9.66,8.46,9.665,2.206314801,47,333.38288,-0.276356,89,0.029025,0.305381,40,8.067,7.918,8.721,16.134,0.492295487,1,1.120541,4.788375,5.700949,12.193543,274.341,2666.27701,1.4011,-46.12057,27.56734,1268.15777,837.97719,430.18058,0.00305816,0.02037783,-0.03067999,0.00052412,0.1562427,0.02296979,0.64960378,32.13,67.87,10.47596,17.4096,0.50675501,0.00152176,-39.07754,-13.65707,-0.8478274,0.042944,325,298.13,3.4
16.87,11.86,10.03,11.08,12.46,2.627612985,27,191.22684,-0.27613,51,-0.001571,0.274559,27,5.868,4.364,9.089,11.736,0.465917662,1,0.418725,1.95692,5.61093,5.696788,160.7794,1625.96353,1.3179,-39.27568,28.58859,824.49149,496.09584,328.39565,0.00216513,0.01998578,-0.0247559,0.00040603,0.20381777,0.02148753,0.59554083,37.71,62.29,11.0284,17.75338,0.50736718,0.00156658,-37.74118,-13.6338,-0.8354775,0.038699,412,352.65,3.4
12.22,10.22,8.39,11.8,10.6575,1.506624953,42,312.31895,-0.241156,83,-0.001626,0.23953,42,8.185,4.39,13.543,16.171,0.474167253,0.987843616,0.478612,1.989673,0.062364,22.605818,34.7111,2453.25106,1.4266,-34.94207,49.4915,1251.0438,575.15943,675.88437,-0.00355992,0.01789436,-0.02181694,0.00043037,0.24941014,0.01997172,0.54459651,44.64,55.36,10.54559,17.70456,0.51214166,0.00251888,-38.82903,-13.28887,-0.8497595,0.045677,473,442.76,4.4
18.59,12.12,11.62,9.2,12.8825,3.47533002,26,192.21486,-0.280644,51,0.018811,0.299454,26,5.317,4.178,8.391,10.227,0.448631339,0.961726538,0.348705,1.778091,1.074991,27.983021,107.7552,1577.74296,1.3652,-39.3493,44.33118,799.44003,428.04567,371.39436,0.00122026,0.02289033,-0.0237553,0.00052142,0.24999755,0.02321989,0.63381213,37.9,62.1,10.06587,18.04383,0.50820423,0.00276659,-37.93748,-13.57602,-0.8516838,0.039152,350,299.24,4.4
16.09,14.28,10.91,13.38,13.665,1.866152459,35,221.29595,-0.263595,60,0.024241,0.287836,33,7.327,5.741,9.531,14.52,0.487379162,0.990855739,0.747584,3.167613,2.434719,23.20177,130.1806,2016.18525,1.23,-43.84523,21.08614,1020.54977,598.85978,421.68999,-0.00153728,0.01398036,-0.02357454,0.00038759,0.1375573,0.01824321,0.48829911,52.88,47.12,10.62404,16.60975,0.49985585,0.00142663,-37.98623,-13.33791,-0.8006336,0.033989,351,312.07,6.2
15.85,14.33,13.65,13.43,14.315,0.946295408,28,177.24331,-0.264947,48,0.00858,0.273527,28,5.594,5.697,9.541,11.048,0.420299779,0.987486593,0.746473,3.044632,4.875762,15.282094,144.2677,1646.66382,1.2062,-44.64742,24.10427,832.59532,520.0107,312.58462,0.00158973,0.01726389,-0.02448553,0.00047404,0.14608323,0.01961706,0.5435512,43.34,56.66,10.61144,16.29755,0.49484634,0.00141563,-37.49003,-13.24622,-0.8095257,0.031289,380,336.09,6.2
11.79,13.84,10.7,13.21,12.385,1.223815754,39,247.33331,-0.262236,67,0.001676,0.263913,37,7.724,5.965,10.001,14.995,0.484318982,0.970675816,0.743111,3.513691,6.644653,18.83478,398.2701,2273.4954,1.2191,-48.06143,23.57885,1147.23156,716.34168,430.88989,0.00089871,0.01639806,-0.0248685,0.00042908,0.14799436,0.01936391,0.53278469,46.13,53.87,10.48494,16.57812,0.49697084,0.00149502,-37.58679,-13.38512,-0.8059596,0.032908,382,331.15,6.2
11.59,13.85,11.59,13.18,12.5525,0.991220838,32,203.28067,-0.262877,55,-0.007144,0.255733,31,7.099,5.738,9.678,14.047,0.476767471,0.989364699,0.724564,3.228179,8.182394,24.35617,486.6022,1902.8022,1.1971,-48.30404,28.45563,957.94633,619.96653,337.97979,0.00434589,0.02085424,-0.02593588,0.00055813,0.15833145,0.02153202,0.61625977,36.6,63.4,10.52001,16.15838,0.49187144,0.00146241,-37.16275,-13.36086,-0.8136894,0.030281,400,343.06,6.2
35.67,11.75,12.9,11.89,18.0525,10.18114035,32,207.26934,-0.250857,56,0.008064,0.25892,31,6.096,5.785,8.653,11.597,0.445438832,0.951197507,0.743371,3.135522,6.175851,23.451211,128.6728,1859.94549,1.2488,-49.07759,27.57182,932.52343,535.52729,396.99615,0.00040957,0.01915572,-0.024878,0.00053658,0.15917675,0.02153292,0.58754333,41.25,58.75,10.6657,17.30997,0.4993853,0.00148324,-37.68632,-13.44712,-0.8094552,0.033715,412,373.32,6.2
10.31,11.21,10.13,7.76,9.8525,1.275507252,52,349.42211,-0.249769,94,-0.003499,0.246271,40,8.144,6.88,13.301,16.151,0.444539249,0.9915889,0.876297,4.291824,5.739872,35.695805,216.752,3015.30019,1.2986,-53.66709,24.84884,1431.40545,835.88404,595.5214,-0.00390513,0.01593434,-0.03175215,0.00062784,0.11640039,0.02331974,0.61266918,43.22,56.78,10.69862,17.28208,0.50499282,0.00134445,-37.99013,-13.48314,-0.8241917,0.040365,424,382.79,6.2
9.93,11.22,10.6,10.07,10.455,0.507469211,44,302.36883,-0.25228,81,-0.02563,0.22665,42,8.075,6.001,11.024,16.128,0.486471813,0.998637771,0.73513,3.54412,9.796744,34.665347,299.7608,2637.05372,1.2849,-57.57186,32.81571,1291.91109,726.68901,565.22208,-0.0012173,0.0202003,-0.02875327,0.00080425,0.14423708,0.02411177,0.65150307,40.75,59.25,10.67265,17.35276,0.5032862,0.00139819,-38.07507,-13.50005,-0.8161629,0.033721,486,450.84,6.2
9.59,11.24,11.15,18.05,12.5075,3.266514771,36,255.31555,-0.254409,68,-0.033761,0.220649,36,7,5.975,11.059,13.812,0.447772807,0.986571429,0.729025,3.41972,11.663914,30.333038,422.7045,2264.27126,1.2636,-50.1527,37.63737,1110.21339,666.19037,444.02302,0.00360352,0.02392108,-0.02687997,0.00079864,0.1976929,0.02458845,0.68312739,40.3,59.7,10.70067,17.40712,0.49887579,0.00128785,-32.0381,-13.44057,-0.8140646,0.025331,515,477.57,6.2
7.48,7.19,8.16,8.86,7.9225,0.645692458,56,436.45808,-0.324293,115,-0.008896,0.315398,46,9.098,6.775,11.051,17.85,0.500336361,0.980984832,0.833793,3.734646,3.314672,55.579322,233.0711,3409.50805,1.4345,-39.05743,27.29855,1594.15066,955.02705,639.12361,-0.00064961,0.01893821,-0.02991922,0.00039413,0.17032527,0.02347255,0.63513257,35.08,64.92,11.34501,16.22131,0.51501539,0.00078178,-37.85158,-13.73777,-0.8667159,0.048363,370,306.19,4.4
10.97,8.77,8.31,8.62,9.1675,1.053811534,36,276.28838,-0.285022,73,-0.025447,0.259575,36,7.174,4.349,11.87,14.113,0.465284188,0.983621411,0.421166,1.948708,0.084057,12.391661,15.8468,2199.45054,1.4076,-38.86628,21.72274,1102.0207,683.85256,418.16814,0.00133706,0.01561063,-0.02200528,0.00038469,0.12742099,0.01773639,0.49081487,51.42,48.58,11.32375,16.46241,0.51647129,0.00117196,-37.97768,-13.33451,-0.8615498,0.041125,405,371.87,4.4
9.56,8.81,8.48,9.48,9.0825,0.453672514,56,392.4469,-0.281899,105,-0.023324,0.258574,54,9.474,6.718,12.055,18.875,0.501354654,0.996147351,0.89612,4.318477,0.029826,26.901424,6.4723,3232.64719,1.3604,-33.11355,15.8559,1565.46367,879.72225,685.74143,-0.00111412,0.01096327,-0.01660793,0.00025764,0.14022578,0.01361334,0.36560883,70.34,29.66,11.29426,16.60187,0.51171543,0.00083116,-38.43586,-13.93373,-0.8221195,0.038158,416,375.11,4.4
11.89,8.09,8.49,11.3,9.9425,1.671606637,46,334.3709,-0.271229,89,-0.020498,0.250731,42,8.126,4.191,11.927,15.981,0.497865977,0.983325129,0.455644,1.790757,0.000767,32.230771,0.0501,2688.1697,1.3939,-41.71542,22.83256,1306.06783,722.79595,583.27188,-0.00223375,0.01410168,-0.02247677,0.00037908,0.13502854,0.01814859,0.48550221,52.31,47.69,11.12133,16.66671,0.51168911,0.00118883,-38.61843,-13.78197,-0.8406672,0.039251,435,392.49,4.4
19.62,10.48,8.93,8.24,11.8175,4.577228282,31,234.25162,-0.264753,62,-0.017345,0.247408,19,6.036,4.262,9.854,11.153,0.44137085,0.923873426,0.390466,1.837919,5.242975,14.376382,229.7528,1888.59677,1.3899,-45.81469,50.23832,950.47874,510.92972,439.54902,0.00046262,0.02053139,-0.02286523,0.00064924,0.24795525,0.02158113,0.58805644,49.71,50.29,10.99589,18.01828,0.51259796,0.00184396,-38.23473,-13.15582,-0.8594373,0.040752,445,410.07,4.4
19.28,10.48,8.91,9.03,11.925,4.2911333,41,292.33088,-0.262732,78,-0.016132,0.2466,41,7.025,6.718,11.931,14.018,0.42911807,0.99772242,0.766128,4.317917,3.257904,31.406728,288.5265,2405.74817,1.3617,-37.27742,48.82234,1182.70501,587.56652,595.13848,-0.00121302,0.01698848,-0.01918294,0.00049209,0.24948726,0.01811142,0.4923284,56.25,43.75,10.93893,17.97433,0.51028026,0.00147682,-38.47446,-13.4756,-0.8316882,0.03881,446,413.76,4.4
21.96,9.96,8.9,9.91,12.6825,5.373036269,36,263.29288,-0.25841,70,-0.015307,0.243103,36,6.361,4.383,11.19,12.38,0.442886273,0.973117434,0.4224,1.945318,5.141342,20.427671,297.5885,2134.17674,1.3825,-46.15658,46.81861,1053.38742,523.16005,530.22737,-0.00126763,0.02049167,-0.0227369,0.00056697,0.2396406,0.02163838,0.58835954,43.01,56.99,10.78877,17.87461,0.51039876,0.0017864,-38.652,-13.51404,-0.8445921,0.039546,456,423.45,4.4
10.98,10.84,8.28,10.71,10.2025,1.114055093,26,192.21486,-0.266498,51,-0.006397,0.260101,26,5.891,4.212,7.751,11.781,0.496167453,0.999915125,0.37638,1.796242,1.996561,18.00135,206.8365,1573.22091,1.3691,-36.53644,38.0186,791.95725,442.26062,349.69663,0.00124094,0.01985163,-0.02229596,0.00039296,0.23988713,0.02080154,0.56956008,42.87,57.13,10.55544,17.58051,0.50798539,0.00243432,-37.67391,-13.86538,-0.8559499,0.040143,432,374.38,4.4
16.36,11.38,8.8,11.67,12.0525,2.726347144,26,192.21486,-0.248553,51,-0.010446,0.238107,26,6.037,4.177,8.814,11.553,0.470705671,0.956849429,0.354898,1.776897,1.206451,27.511316,53.6822,1580.17519,1.3631,-36.77357,40.7689,800.88359,440.72012,360.16347,0.00130318,0.02237848,-0.02448597,0.00045386,0.2488334,0.02321001,0.63473907,38.7,61.3,10.36993,17.51886,0.50848374,0.0025959,-37.63761,-13.65646,-0.8546874,0.041381,482,448.64,4.4
9.94,9.98,8.3,10.89,9.7775,0.933819442,60,388.50132,-0.236484,105,2.50E-05,0.236509,59,8.495,6.995,13.039,16.902,0.457602339,0.994820483,1.036303,4.605545,0.647776,24.154451,38.0569,3310.56182,1.315,-33.60793,20.23467,1567.0898,961.94579,605.14401,-0.00152239,0.00927166,-0.01868076,0.00025912,0.16479574,0.01333018,0.35116442,69.56,30.44,10.65467,17.33081,0.50334979,0.00153201,-38.93395,-13.32999,-0.8146123,0.035985,494,452.28,4.4
11.04,13.08,9.38,13.48,11.745,1.649446877,16,197.11709,-0.304445,49,-0.026828,0.277617,5,5.531,3.403,8.375,11.061,0.484303166,0.9999096,0.013337,0.057852,5.077165,33.756998,100.0873,1279.1939,1.7268,-39.19516,64.02611,693.71423,381.88519,311.82904,0.0080829,0.03484496,-0.02469159,0.00085208,0.22406699,0.0299486,0.82398666,31.14,68.86,11.79179,19.68051,0.54819772,0.00546548,-41.40587,-13.1995,-0.9700785,0.041476,363,331.96,3.4
10.79,11.56,9.16,12.14,10.9125,1.119405534,23,237.18106,-0.286782,60,-0.024548,0.262234,21,5.495,4.194,8.709,10.9,0.457925472,0.991810737,0.457919,1.794049,6.813423,34.160313,152.022,1642.11714,1.6185,-40.56872,33.64354,848.01024,513.68312,334.32713,0.0078038,0.03082892,-0.02757356,0.00047116,0.23205409,0.02823587,0.80397383,19.84,80.16,12.01612,19.60783,0.53747983,0.00391359,-42.23456,-13.70082,-0.9242651,0.047127,399,361.96,3.4
14.91,10,8.86,11.92,11.4225,2.291291939,30,250.24774,-0.277796,65,-0.020725,0.25707,29,5.874,6.094,9.14,11.357,0.427099395,0.966717739,0.852182,3.518628,1.997005,44.956582,40.7322,1951.58069,1.4369,-43.12503,25.94127,975.22758,655.5193,319.70828,0.00462488,0.02181625,-0.03062374,0.00046364,0.14750512,0.02324726,0.67221936,24.79,75.21,11.53112,19.36111,0.51812874,0.00248258,-42.14311,-14.00221,-0.8555132,0.044492,410,382.48,3.4
8.82,9.48,8.78,10.65,9.4325,0.755889377,32,274.26921,-0.257898,71,-0.015466,0.242432,31,6.815,4.71,9.829,13.554,0.482468942,0.994424065,0.627058,2.026953,2.762911,47.676597,88.9395,2076.45969,1.4801,-42.12598,25.71292,1022.64511,682.73349,339.91162,0.00387668,0.02044381,-0.02939942,0.0004884,0.15852386,0.02234498,0.63730466,31.12,68.88,11.60522,19.23845,0.51845483,0.00252761,-42.50524,-13.54711,-0.8666005,0.041971,431,418.24,3.4
9.46,9.45,8.65,10.85,9.6025,0.79168728,38,302.32245,-0.256253,79,-0.015241,0.241012,34,7.201,5.579,10.051,14.194,0.475925429,0.985557561,0.778613,3.178464,1.294848,50.137207,93.4191,2342.12071,1.4465,-42.98688,18.7284,1129.85115,814.29625,315.5549,0.00370435,0.01770242,-0.03241797,0.00044213,0.0972674,0.02027901,0.59354306,31.22,68.78,11.72368,19.17977,0.51403734,0.00210775,-42.17963,-14.11919,-0.8524914,0.040102,428,426.1,3.4
12.03,9.72,8.79,11.71,10.5625,1.35294817,44,330.37568,-0.27473,87,-0.020937,0.253793,41,7.651,6.397,9.995,15.263,0.482167114,0.997451314,0.998854,3.941641,1.313805,45.155695,66.965,2647.82756,1.3982,-41.94721,23.18424,1245.17919,901.57821,343.60098,0.00434454,0.01670556,-0.02808966,0.00043343,0.09743081,0.01803591,0.54006282,39.44,60.56,11.63896,19.34782,0.50914393,0.00212454,-42.23601,-14.85843,-0.8421868,0.038435,413,391.25,3.4
14.92,8.98,8.95,9.76,10.6525,2.485149643,38,306.44962,-0.26946,81,-0.018844,0.250616,36,6.199,6.576,10.992,11.065,0.386442217,0.892482658,1.078877,4.505907,0.003794,51.951186,0.2486,2527.19033,1.3588,-45.16493,26.85388,1157.11373,786.74579,370.36794,0.00301224,0.02000293,-0.03307984,0.00054225,0.13660624,0.02316875,0.65820471,31.59,68.41,10.58229,16.49297,0.49539466,0.00132524,-32.47272,-13.22878,-0.8022167,0.027174,429,408.53,3.4
10.49,12.59,8.26,10.13,10.3675,1.537243881,24,314.18504,-0.283303,78,-0.040383,0.24292,24,6.789,7.439,10.108,12.35,0.413084925,0.909559582,0.755208,4.339855,14.935008,87.65977,795.8459,2145.26947,1.6412,-56.72968,163.19838,1086.51394,548.65051,537.86343,0.00842641,0.04959448,-0.03356729,0.00429996,0.10421341,0.04215539,1.13363838,26.19,73.81,10.81291,36.07406,0.54477059,0.02412261,-42.74302,-8.87435,-0.8594205,0.043531,505,403.38,3.4
